Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,-9999,Year
79,Brent Johnson,34,PIT,16,14,6,7,2,42,359,317,0.883,3.11,0,0.9,811,4,0.286,5,135,-10.96,0,1,1,0,johnsbr02,2012
80,Brian Boucher,35,CAR,10,8,1,6,1,31,260,229,0.881,3.4,0,0.6,546,2,0.25,2,,,0,0,0,0,bouchbr01,2012
81,Dustin Tokarski,22,TBL,5,5,1,3,1,14,116,102,0.879,3.45,0,0.2,244,1,0.2,2,,,0,1,1,2,tokardu01,2012
82,Sébastien Caron,31,TBL,3,2,1,1,0,7,57,50,0.877,3.12,0,0.1,135,1,0.5,1,,,0,0,0,0,caronse01,2012
83,Rick DiPietro,30,NYI,8,6,3,2,3,22,177,155,0.876,3.73,0,0.3,354,1,0.167,2,,,0,2,2,0,dipieri01,2012
84,Brad Thiessen,25,PIT,5,4,3,1,0,16,113,97,0.858,3.72,0,-0.1,258,2,0.5,1,,,0,0,0,2,thiesbr01,2012
85,Marty Turco,36,BOS,5,4,2,2,0,16,110,94,0.855,3.68,0,-0.1,261,1,0.25,2,,,0,0,0,2,turcoma01,2012
86,Yann Danis,30,EDM,1,0,0,0,0,2,12,10,0.833,3.7,0,0,32,0,,0,,,0,0,0,0,danisya01,2012
87,Jussi Rynnäs,24,TOR,2,1,0,1,0,7,40,33,0.825,4.25,0,-0.2,99,0,0,1,,,0,0,0,0,rynnaju01,2012
88,Iiro Tarkki,26,ANA,1,0,1,0,0,3,10,7,0.7,4.41,0,-0.2,41,0,,0,,,0,0,0,0,tarkkii01,2012
1,Jeff Frazee,25,NJD,1,0,0,0,0,0,3,3,1,0,0,0.1,19,0,,0,,,0,0,0,0,frazeje01,2013
2,Jussi Rynnäs,25,TOR,1,0,0,0,0,0,6,6,1,0,0,0.1,10,0,,0,,,0,0,0,0,rynnaju01,2013
3,Chad Johnson,26,PHX,4,4,2,0,2,5,108,103,0.954,1.22,1,1.2,247,3,0.75,0,,,0,0,0,0,johnsch02,2013
4,Craig Anderson,31,OTT,24,24,12,9,2,40,677,637,0.941,1.69,3,6.5,1421,17,0.708,1,67,19.63,0,0,0,0,andercr01,2013
5,Robin Lehner,21,OTT,12,12,5,3,4,27,424,397,0.936,2.2,0,3.8,735,10,0.833,0,72,10.34,0,0,0,0,lehnero01,2013
6,Sergei Bobrovsky,24,CBJ,38,37,21,11,6,74,1084,1010,0.932,2,4,9.2,2219,26,0.703,4,78,21.48,0,0,0,0,bobrose01,2013
7,Tuukka Rask,25,BOS,36,34,19,10,5,70,980,910,0.929,2,5,8,2104,25,0.735,4,81,16.32,0,1,1,0,rasktu01,2013
8,Cory Schneider,26,VAN,30,30,17,9,4,61,835,774,0.927,2.11,5,6.6,1733,21,0.7,4,83,12.54,0,1,1,0,schneco01,2013
9,Corey Crawford,28,CHI,30,28,19,5,5,57,769,712,0.926,1.94,3,6,1761,19,0.679,1,84,10.73,0,0,0,4,crawfco01,2013
10,Henrik Lundqvist*,30,NYR,43,43,24,16,3,88,1190,1102,0.926,2.05,2,9.3,2575,29,0.674,1,84,16.81,0,1,1,0,lundqhe01,2013
11,Antti Niemi,29,SJS,43,43,24,12,6,93,1220,1127,0.924,2.16,4,9.2,2581,29,0.674,3,87,14.45,0,1,1,2,niemian02,2013
12,James Reimer,24,TOR,33,31,19,8,5,76,995,919,0.924,2.46,4,7.5,1856,17,0.548,2,87,11.64,0,1,1,0,reimeja01,2013
13,Jimmy Howard,28,DET,42,42,21,13,7,87,1129,1042,0.923,2.13,5,8.4,2446,26,0.619,7,87,12.44,0,1,1,0,howarja02,2013
14,Nikolai Khabibulin,40,EDM,12,11,4,6,1,29,376,347,0.923,2.55,1,2.8,684,6,0.545,1,88,4.12,0,0,0,0,khabini01,2013
15,Keith Kinkaid,23,NJD,1,0,0,0,0,1,13,12,0.923,2.33,0,0.1,26,0,,0,,,0,0,0,0,kinkake01,2013
16,Jason LaBarbera,33,PHX,15,10,4,6,2,32,418,386,0.923,2.64,0,3.1,726,5,0.5,0,87,4.82,0,0,0,0,labarja01,2013
17,Jonathan Bernier,24,LAK,14,12,9,3,1,24,306,282,0.922,1.87,1,2.2,768,8,0.667,1,89,2.95,0,1,1,0,bernijo01,2013
18,Ray Emery,30,CHI,21,19,17,1,0,36,460,424,0.922,1.94,3,3.4,1116,12,0.632,1,89,4.52,0,0,0,0,emeryra01,2013
19,Petr Mrázek,20,DET,2,2,1,1,0,4,51,47,0.922,2.01,0,0.4,119,1,0.5,0,,,0,0,0,0,mrazepe01,2013
20,Viktor Fasth,30,ANA,25,23,15,6,2,52,661,609,0.921,2.18,4,4.8,1428,14,0.609,3,89,6.22,0,0,0,0,fasthvi01,2013
21,Sami Aittokallio,20,COL,1,1,0,0,0,2,25,23,0.92,2.43,0,0.2,49,1,1,0,,,0,0,0,0,aittosa01,2013
22,Ben Bishop,26,TOT,22,21,11,9,1,56,701,645,0.92,2.67,2,5,1260,14,0.667,3,91,5.74,0,0,0,2,bishobe01,2013
23,Devan Dubnyk,26,EDM,38,37,14,16,6,90,1132,1042,0.92,2.57,2,8.1,2101,20,0.541,5,90,9.7,0,0,0,0,dubnyde01,2013
24,Braden Holtby,23,WSH,36,35,23,12,1,90,1123,1033,0.92,2.58,4,8,2089,20,0.571,5,91,8.91,0,2,2,2,holtbbr01,2013
25,Anton Khudobin,26,BOS,14,14,9,4,1,31,388,357,0.92,2.32,1,2.8,803,8,0.571,3,91,3.17,0,0,0,4,khudoan01,2013
26,Jhonas Enroth,24,BUF,12,9,4,4,1,27,332,305,0.919,2.6,1,2.3,623,7,0.778,1,92,2.24,0,0,0,0,enrotjh01,2013
27,Tomáš Vokoun,36,PIT,20,17,13,4,0,42,519,477,0.919,2.45,3,3.6,1029,9,0.529,5,92,3.71,0,2,2,2,vokouto01,2013
28,Martin Biron,35,NYR,6,5,2,2,1,13,156,143,0.917,2.32,0,1,336,2,0.4,1,,,0,0,0,0,bironma01,2013
29,Marc-André Fleury,28,PIT,33,31,23,8,0,74,881,807,0.916,2.39,1,5.9,1858,15,0.484,5,95,3.6,0,2,2,2,fleurma01,2013
30,Darcy Kuemper,22,MIN,6,3,1,2,0,10,119,109,0.916,2.08,0,0.8,288,2,0.667,0,,,0,0,0,0,kuempda01,2013
31,Kari Lehtonen,29,DAL,36,35,15,14,3,88,1050,962,0.916,2.66,1,7,1986,21,0.6,5,95,4.48,0,2,2,0,lehtoka01,2013
32,Steve Mason,24,TOT,20,17,7,8,1,47,561,514,0.916,2.59,0,3.7,1090,7,0.412,1,95,2.41,0,1,1,0,masonst01,2013
33,Thomas Greiss,27,SJS,6,5,1,4,0,13,153,140,0.915,2.53,1,1,308,3,0.6,1,,,0,0,0,0,greisth01,2013
34,Philipp Grubauer,21,WSH,2,1,0,1,0,5,59,54,0.915,3.57,0,0.4,84,0,0,0,,,0,0,0,0,grubaph01,2013
35,Ryan Miller,32,BUF,40,39,17,17,5,108,1270,1162,0.915,2.81,0,8.3,2302,21,0.538,4,97,3.86,0,0,0,2,millery01,2013
36,Ben Scrivens,26,TOR,20,17,7,9,0,46,542,496,0.915,2.69,2,3.5,1025,10,0.588,3,96,1.74,0,0,0,6,scrivbe01,2013
37,Jonas Hiller,30,ANA,26,25,15,6,4,59,675,616,0.913,2.36,1,4.2,1498,14,0.56,2,99,0.45,0,1,1,2,hillejo01,2013
38,Daniel Taylor,26,CGY,2,2,1,1,0,6,68,62,0.912,3,0,0.4,120,1,0.5,0,,,0,0,0,0,tayloda02,2013
39,Evgeni Nabokov,37,NYI,41,41,23,11,7,103,1139,1036,0.91,2.5,3,6.7,2475,20,0.488,5,103,-2.68,0,4,4,6,nabokev01,2013
40,Michal Neuvirth,24,WSH,13,12,4,5,2,33,367,334,0.91,2.74,0,2.2,723,7,0.583,2,102,-0.68,0,0,0,0,neuvimi01,2013
41,Pekka Rinne,30,NSH,43,42,15,16,8,99,1101,1002,0.91,2.43,5,6.5,2444,22,0.524,10,102,-2.03,0,1,1,8,rinnepe01,2013
42,Mike Smith,30,PHX,34,34,15,12,5,84,938,854,0.91,2.58,5,5.6,1956,17,0.5,7,102,-1.38,0,0,0,0,smithmi01,2013
43,Niklas Bäckström,34,MIN,42,41,24,15,3,98,1072,974,0.909,2.48,2,6.2,2368,18,0.439,8,104,-3.58,0,0,0,2,backsni01,2013
44,Peter Budaj,30,MTL,13,10,8,1,1,25,273,248,0.908,2.28,1,1.6,656,6,0.6,2,104,-0.95,0,0,0,0,budajpe01,2013
45,Jean-Sébastien Giguère,35,COL,18,14,5,4,4,43,469,426,0.908,2.84,0,2.7,908,4,0.286,1,104,-1.69,0,0,0,4,gigueje01,2013
46,Cam Ward,28,CAR,17,16,9,6,1,44,477,433,0.908,2.84,0,2.7,929,8,0.5,3,105,-1.99,0,0,0,0,wardca01,2013
47,Brian Elliott,27,STL,24,20,14,8,1,49,526,477,0.907,2.28,3,2.9,1292,12,0.6,6,106,-2.67,0,0,0,0,elliobr01,2013
48,Roberto Luongo*,33,VAN,20,18,9,6,3,51,551,500,0.907,2.56,2,3.1,1197,11,0.611,3,105,-2.47,0,0,0,0,luongro01,2013
49,Dan Ellis,32,CAR,19,16,6,8,2,52,555,503,0.906,3.13,1,3,997,8,0.5,4,106,-3.12,0,2,2,0,ellisda01,2013
50,Jake Allen,22,STL,15,13,9,4,0,33,346,313,0.905,2.46,1,1.8,804,6,0.462,4,108,-2.53,0,0,0,0,allenja01,2013
51,Ondřej Pavelec,25,WPG,44,43,21,20,3,119,1251,1132,0.905,2.8,0,6.6,2553,19,0.442,8,108,-8.82,0,0,0,2,pavelon01,2013
52,Carey Price,25,MTL,39,38,21,13,4,97,1018,921,0.905,2.59,3,5.4,2249,21,0.553,8,108,-7.34,0,0,0,0,priceca01,2013
53,Semyon Varlamov,24,COL,35,33,11,21,3,98,1007,909,0.903,3.02,3,5.1,1950,12,0.364,7,110,-9.31,0,1,1,0,varlasi01,2013
54,Anders Lindbäck,24,TBL,24,21,10,10,1,63,642,579,0.902,2.9,0,3.2,1304,11,0.524,3,111,-6.45,0,1,1,0,lindban01,2013
55,Joey MacDonald,32,CGY,21,17,8,9,1,55,562,507,0.902,2.87,0,2.8,1148,7,0.412,3,111,-5.5,0,0,0,0,macdojo01,2013
56,Jonathan Quick,27,LAK,37,36,18,13,4,87,889,802,0.902,2.45,1,4.4,2134,20,0.556,9,111,-8.7,0,0,0,2,quickjo01,2013
57,Martin Brodeur*,40,NJD,29,29,13,9,7,65,654,589,0.901,2.22,2,3.1,1757,15,0.517,6,113,-7.4,1,2,3,0,brodema01,2013
58,Jacob Markström,23,FLA,23,23,8,14,1,68,685,617,0.901,3.22,0,3.3,1266,9,0.391,6,113,-7.67,0,0,0,0,marksja02,2013
59,Ilya Bryzgalov,32,PHI,40,40,19,17,3,107,1066,959,0.9,2.79,1,5,2298,20,0.5,10,114,-13.11,0,3,3,0,bryzgil01,2013
60,Jaroslav Halák,27,STL,16,15,6,5,1,29,286,257,0.899,2.14,3,1.3,813,7,0.467,4,115,-3.81,0,1,1,0,halakja01,2013
61,Al Montoya,27,WPG,7,5,3,1,0,17,168,151,0.899,2.9,1,0.8,351,2,0.4,2,,,0,0,0,0,montoal01,2013
62,Mathieu Garon,35,TBL,18,16,5,9,2,44,427,383,0.897,2.9,0,1.9,910,6,0.375,4,117,-6.39,0,0,0,0,garonma01,2013
63,Cristopher Nilstorp,28,DAL,5,5,1,3,1,15,146,131,0.897,3.09,0,0.6,291,2,0.4,2,,,0,0,0,0,nihlsch01,2013
64,Carter Hutton,27,CHI,1,1,0,1,0,3,28,25,0.893,3.06,0,0.1,59,0,0,0,,,0,0,0,0,huttoca01,2013
65,Kevin Poulin,22,NYI,5,4,1,3,0,13,122,109,0.893,3.03,0,0.5,258,2,0.5,1,,,0,0,0,0,poulike01,2013
66,José Théodore,36,FLA,15,14,4,6,3,42,391,349,0.893,3.29,0,1.5,766,5,0.357,5,122,-7.56,0,0,0,2,theodjo01,2013
67,Brian Boucher,36,PHI,4,1,0,2,0,6,55,49,0.891,2.5,0,0.2,144,0,0,0,,,0,0,0,0,bouchbr01,2013
68,Justin Peters,26,CAR,19,16,4,11,1,55,506,451,0.891,3.46,1,1.9,954,6,0.375,3,123,-10.43,0,0,0,0,peterju01,2013
69,Cédrick Desjardins,27,TBL,3,2,0,3,0,8,73,65,0.89,3,0,0.3,160,0,0,0,,,0,0,0,0,desjace01,2013
70,Richard Bachman,25,DAL,13,8,6,5,0,33,288,255,0.885,3.25,0,0.9,609,4,0.5,3,130,-7.63,0,0,0,0,bachmri01,2013
71,Johan Hedberg,39,NJD,19,19,6,10,3,51,435,384,0.883,2.76,1,1.2,1108,9,0.474,6,133,-12.69,0,1,1,4,hedbejo01,2013
72,Leland Irving,24,CGY,6,5,2,1,1,15,128,113,0.883,3.33,0,0.3,270,1,0.2,2,,,0,1,1,0,irvinle01,2013
73,Miikka Kiprusoff,36,CGY,24,24,8,14,2,77,650,573,0.882,3.44,0,1.6,1344,10,0.417,9,134,-19.75,0,1,1,0,kiprumi01,2013
74,Yann Danis,31,EDM,3,0,1,0,0,7,59,52,0.881,3.81,0,0.1,110,0,,0,,,0,0,0,0,danisya01,2013
75,Jonas Gustavsson,28,DET,7,4,2,2,1,17,140,123,0.879,2.92,0,0.3,349,2,0.5,1,,,0,1,1,2,gustajo01,2013
76,Scott Clemmensen,35,FLA,19,11,3,7,2,53,421,368,0.874,3.67,0,0.7,866,3,0.273,4,143,-15.92,0,0,0,0,clemmsc01,2013
77,Chris Mason,36,NSH,11,6,1,7,1,29,229,200,0.873,3.73,0,0.4,467,3,0.5,2,144,-8.83,0,0,0,0,masonch02,2013
78,Josh Harding,28,MIN,5,3,1,1,0,10,73,63,0.863,3.24,1,0,185,1,0.333,2,,,0,0,0,0,hardijo01,2013
79,Rick DiPietro,31,NYI,3,3,0,3,0,12,83,71,0.855,4.1,0,-0.1,176,0,0,1,,,0,0,0,0,dipieri01,2013
80,Matt Hackett,22,MIN,1,1,0,1,0,5,33,28,0.848,5.07,0,0,59,0,0,1,,,0,0,0,0,hackema01,2013
81,Alex Stalock,25,SJS,2,0,0,0,1,2,13,11,0.846,2.87,0,0,42,0,,0,,,0,0,0,0,staloal01,2013
82,Michael Leighton,31,PHI,1,1,0,1,0,5,26,21,0.808,5.07,0,-0.2,59,0,0,1,,,0,0,0,0,leighmi01,2013
1,Andrew Hammond,25,OTT,1,0,,,,0,11,11,1,0,0,0.2,35,0,,0,,,0,0,0,0,hammoan01,2014
2,John Gibson,20,ANA,3,3,3,0,0,4,87,83,0.954,1.33,1,0.9,181,3,1,0,,,0,0,0,0,gibsojo02,2014
3,Kristers Gudlevskis,21,TBL,1,1,1,0,0,2,38,36,0.947,2.01,0,0.4,60,1,1,0,,,0,0,0,0,gudlekr01,2014
4,Dustin Tokarski,24,MTL,3,2,2,0,0,5,93,88,0.946,1.84,1,0.9,163,2,1,0,,,0,0,0,0,tokardu01,2014
5,Michael Hutchinson,23,WPG,3,3,2,1,0,5,88,83,0.943,1.64,0,0.8,183,3,1,0,,,0,0,0,0,hutchmi01,2014
6,Niklas Svedberg,24,BOS,1,1,1,0,0,2,35,33,0.943,1.97,0,0.3,61,1,1,0,,,0,0,0,0,svedbni01,2014
7,Cam Talbot,26,NYR,21,19,12,6,1,33,560,527,0.941,1.64,3,5.2,1211,16,0.842,0,68,15.25,0,0,0,0,talboca01,2014
8,Martin Jones,24,LAK,19,18,12,6,0,33,500,467,0.934,1.81,4,4.2,1095,13,0.722,1,77,10.08,0,1,1,0,jonesma02,2014
9,Josh Harding,29,MIN,29,26,18,7,3,46,690,644,0.933,1.66,3,5.8,1668,21,0.808,3,77,13.45,0,0,0,0,hardijo01,2014
10,Alex Stalock,26,SJS,24,18,12,5,2,39,571,532,0.932,1.87,2,4.7,1252,12,0.667,1,79,10.2,0,0,0,2,staloal01,2014
11,John Curry,29,MIN,2,1,1,0,0,4,57,53,0.93,3.01,0,0.5,80,1,1,0,,,0,0,0,0,curryjo01,2014
12,Tuukka Rask,26,BOS,58,58,36,15,6,115,1641,1526,0.93,2.04,7,13.1,3386,39,0.672,8,81,26.4,0,2,2,2,rasktu01,2014
13,Petr Mrázek,21,DET,9,6,2,4,0,13,178,165,0.927,1.74,2,1.4,449,4,0.667,1,,,0,0,0,0,mrazepe01,2014
14,Carey Price,26,MTL,59,59,34,20,5,134,1828,1694,0.927,2.32,6,13.9,3464,38,0.644,7,85,23.51,0,2,2,4,priceca01,2014
15,Semyon Varlamov,25,COL,63,60,41,14,6,146,2013,1867,0.927,2.41,2,15.5,3640,44,0.733,4,84,27.45,0,3,3,2,varlasi01,2014
16,Anton Khudobin,27,CAR,36,34,19,14,1,80,1076,996,0.926,2.3,1,8,2084,22,0.647,2,86,12.72,0,0,0,0,khudoan01,2014
17,Philipp Grubauer,22,WSH,17,14,6,5,5,35,469,434,0.925,2.38,0,3.5,883,9,0.643,2,87,5.41,0,0,0,0,grubaph01,2014
18,Chad Johnson,27,BOS,27,23,17,4,3,53,708,655,0.925,2.1,2,5.2,1511,15,0.652,2,87,8.01,0,0,0,0,johnsch02,2014
19,Ben Bishop,27,TBL,63,63,37,14,7,133,1758,1625,0.924,2.23,5,12.9,3586,38,0.603,8,88,18.48,0,2,2,4,bishobe01,2014
20,Frederik Andersen,24,ANA,28,24,20,5,0,60,783,723,0.923,2.29,0,5.6,1569,12,0.5,0,89,7.47,0,1,1,0,anderfr01,2014
21,Sergei Bobrovsky,25,CBJ,58,57,32,20,5,131,1699,1568,0.923,2.38,5,12.1,3299,35,0.614,5,89,15.4,0,1,1,2,bobrose01,2014
22,Jonathan Bernier,25,TOR,55,49,26,19,7,139,1787,1648,0.922,2.7,1,12.6,3084,30,0.612,5,90,15.07,0,1,1,4,bernijo01,2014
23,Brian Elliott,28,STL,31,25,18,6,2,53,681,628,0.922,1.96,4,4.8,1624,15,0.6,2,90,5.68,0,2,2,0,elliobr01,2014
24,Drew MacIntyre,30,TOR,2,1,0,1,0,4,51,47,0.922,2.54,0,0.4,95,0,0,0,,,0,0,0,0,macindr01,2014
25,Ben Scrivens,27,TOT,40,35,16,16,4,94,1205,1111,0.922,2.55,4,8.5,2210,22,0.629,3,91,9.83,0,1,1,6,scrivbe01,2014
26,Jaroslav Halák,28,TOT,52,50,29,13,7,110,1385,1275,0.921,2.25,5,9.5,2939,30,0.6,6,92,9.34,0,1,1,0,halakja01,2014
27,Michal Neuvirth,25,TOT,15,13,4,8,2,41,517,476,0.921,2.78,0,3.6,884,9,0.692,2,92,3.55,0,1,1,0,neuvimi01,2014
28,Cory Schneider,27,NJD,45,43,16,15,12,88,1107,1019,0.921,1.97,3,7.6,2680,25,0.581,4,92,7.39,0,0,0,4,schneco01,2014
29,Thomas Greiss,28,PHX,25,20,10,8,5,50,626,576,0.92,2.29,2,4.3,1312,12,0.6,2,93,3.94,0,0,0,0,greisth01,2014
30,Henrik Lundqvist*,31,NYR,63,62,33,24,5,144,1810,1666,0.92,2.36,5,12.4,3655,36,0.581,9,92,11.96,0,4,4,0,lundqhe01,2014
31,Al Montoya,28,WPG,28,22,13,8,3,59,737,678,0.92,2.3,2,5,1541,13,0.591,1,93,4.5,0,0,0,2,montoal01,2014
32,Kari Lehtonen,30,DAL,65,64,33,20,10,153,1888,1735,0.919,2.41,5,12.6,3804,36,0.563,10,94,9.68,0,4,4,4,lehtoka01,2014
33,Roberto Luongo*,34,TOT,56,56,25,23,7,129,1589,1460,0.919,2.4,4,10.6,3222,29,0.518,4,94,7.92,0,0,0,2,luongro01,2014
34,Justin Peters,27,CAR,21,20,7,9,4,51,626,575,0.919,2.5,1,4.1,1225,11,0.55,3,95,2.94,0,2,2,4,peterju01,2014
35,Ryan Miller,33,TOT,59,59,25,30,4,154,1885,1731,0.918,2.64,1,12.4,3501,36,0.61,7,95,8.42,0,2,2,0,millery01,2014
36,Corey Crawford,29,CHI,59,56,32,16,10,128,1533,1405,0.917,2.26,2,9.8,3395,31,0.554,6,97,4.09,0,1,1,0,crawfco01,2014
37,Steve Mason,25,PHI,61,60,33,18,7,145,1751,1606,0.917,2.5,4,11.3,3486,35,0.583,9,96,5.88,0,1,1,10,masonst01,2014
38,Richard Bachman,26,EDM,3,3,0,2,1,7,83,76,0.916,3.03,0,0.5,139,1,0.333,2,,,0,0,0,0,bachmri01,2014
39,Marc-André Fleury,29,PIT,64,64,39,18,5,150,1774,1624,0.915,2.37,5,11.1,3792,33,0.516,11,98,2.86,0,0,0,4,fleurma01,2014
40,Braden Holtby,24,WSH,48,45,23,15,4,126,1475,1349,0.915,2.85,4,9,2656,26,0.578,7,99,1.1,0,2,2,7,holtbbr01,2014
41,Darcy Kuemper,23,MIN,26,25,12,8,4,60,702,642,0.915,2.43,2,4.3,1480,12,0.48,4,99,0.49,0,0,0,0,kuempda01,2014
42,Jonathan Quick,28,LAK,49,49,27,17,4,100,1183,1083,0.915,2.07,6,7.4,2904,26,0.531,6,98,1.93,0,2,2,2,quickjo01,2014
43,Mike Smith,31,PHX,62,61,27,21,10,159,1871,1712,0.915,2.64,3,11.6,3610,35,0.574,5,99,2.22,1,3,4,14,smithmi01,2014
44,Jean-Sébastien Giguère,36,COL,22,19,11,6,1,53,608,555,0.913,2.62,2,3.6,1212,12,0.632,4,101,-0.61,0,0,0,4,gigueje01,2014
45,Robin Lehner,22,OTT,36,30,12,15,6,99,1141,1042,0.913,3.06,1,6.8,1942,19,0.633,5,101,-0.68,0,0,0,4,lehnero01,2014
46,Antti Niemi,30,SJS,64,64,39,17,7,149,1705,1556,0.913,2.39,4,10.1,3740,30,0.469,9,101,-2.09,0,2,2,0,niemian02,2014
47,Eddie Läck,26,VAN,41,37,16,17,5,93,1052,959,0.912,2.41,4,6.1,2319,20,0.541,5,103,-2.35,0,0,0,0,lacked01,2014
48,Jeff Zatkoff,26,PIT,20,18,12,6,2,51,582,531,0.912,2.61,1,3.4,1171,9,0.5,3,102,-0.85,0,1,1,0,zatkoje01,2014
49,Craig Anderson,32,OTT,53,52,25,16,8,150,1680,1530,0.911,3,4,9.5,3000,26,0.5,10,104,-5.24,0,1,1,2,andercr01,2014
50,Jhonas Enroth,25,BUF,28,26,4,17,5,74,834,760,0.911,2.82,0,4.8,1574,14,0.538,3,103,-2.14,0,0,0,0,enrotjh01,2014
51,Jonas Hiller,31,ANA,50,50,29,13,7,120,1348,1228,0.911,2.48,5,7.7,2909,27,0.54,11,103,-3.85,0,2,2,0,hillejo01,2014
52,Karri Rämö,27,CGY,40,37,17,15,4,97,1091,994,0.911,2.65,2,6.2,2194,19,0.514,5,103,-2.99,0,1,1,10,ramoka01,2014
53,James Reimer,25,TOR,36,32,12,16,1,97,1094,997,0.911,3.26,1,6.3,1785,16,0.5,8,103,-2.73,0,0,0,2,reimeja01,2014
54,Jimmy Howard,29,DET,51,50,21,19,11,133,1482,1349,0.91,2.66,2,8.3,3004,25,0.5,7,104,-5.3,0,0,0,6,howarja02,2014
55,Carter Hutton,28,NSH,40,34,20,11,4,91,1006,915,0.91,2.62,1,5.6,2085,15,0.441,8,105,-4.32,0,1,1,2,huttoca01,2014
56,Ilya Bryzgalov,33,TOT,32,30,12,9,8,81,891,810,0.909,2.68,4,4.9,1814,16,0.533,4,106,-4.23,0,0,0,0,bryzgil01,2014
57,Peter Budaj,31,MTL,24,21,10,8,3,56,615,559,0.909,2.51,1,3.4,1338,9,0.429,3,106,-3.01,0,0,0,6,budajpe01,2014
58,Curtis McElhinney,30,CBJ,28,21,10,11,1,64,703,639,0.909,2.7,2,3.8,1423,12,0.571,3,106,-3.43,0,1,1,0,mcelhcu01,2014
59,Matt Hackett,23,BUF,8,8,1,6,1,22,239,217,0.908,3.1,0,1.3,426,4,0.5,1,,,0,0,0,0,hackema01,2014
60,Tim Thomas,39,TOT,48,45,18,24,4,128,1390,1262,0.908,2.88,0,7.4,2663,25,0.556,7,107,-8.23,0,1,1,4,thomati01,2014
61,Jonas Gustavsson,29,DET,27,26,16,5,4,68,735,667,0.907,2.63,0,3.9,1551,13,0.5,6,107,-4.67,0,0,0,0,gustajo01,2014
62,Nathan Lieuwen,22,BUF,7,5,1,4,0,18,191,173,0.906,2.97,0,1,363,2,0.4,0,,,0,0,0,0,lieuwna01,2014
63,Mark Visentin,21,PHX,1,1,0,1,0,3,32,29,0.906,3.06,0,0.2,59,0,0,0,,,0,0,0,0,visenma01,2014
64,Evgeni Nabokov,38,NYI,40,39,15,14,8,103,1085,982,0.905,2.74,4,5.4,2254,16,0.41,8,110,-9.51,0,1,1,4,nabokev01,2014
65,Mike McKenna,30,CBJ,4,3,1,1,1,11,114,103,0.904,3.01,0,0.5,219,0,0,0,,,0,0,0,0,mckenmi01,2014
66,Ray Emery,31,PHI,28,21,9,12,2,69,711,642,0.903,2.96,2,3.4,1398,11,0.524,2,113,-7.74,0,0,0,31,emeryra01,2014
67,Viktor Fasth,31,TOT,12,12,5,5,2,33,340,307,0.903,2.83,0,1.6,701,5,0.417,2,113,-3.7,0,0,0,0,fasthvi01,2014
68,Marek Mazanec,22,NSH,25,22,8,10,4,64,650,586,0.902,2.8,2,3,1370,11,0.5,6,114,-7.99,0,0,0,0,mazanma01,2014
69,Pekka Rinne,31,NSH,24,24,10,10,3,63,645,582,0.902,2.77,2,3,1367,12,0.5,8,113,-7.42,0,0,0,0,rinnepe01,2014
70,Martin Brodeur*,41,NJD,39,39,19,14,6,96,971,875,0.901,2.51,3,4.4,2297,18,0.462,8,115,-12.33,0,3,3,2,brodema01,2014
71,Ondřej Pavelec,26,WPG,57,57,22,26,7,163,1644,1481,0.901,3.01,1,7.4,3248,24,0.421,12,115,-21.34,0,3,3,0,pavelon01,2014
72,Niklas Bäckström,35,MIN,21,19,5,11,2,55,546,491,0.899,3.02,0,2.3,1094,9,0.474,3,117,-7.95,0,0,0,0,backsni01,2014
73,Cam Ward,29,CAR,30,28,10,12,6,84,824,740,0.898,3.06,0,3.4,1645,11,0.393,6,118,-13,0,1,1,2,wardca01,2014
74,Antti Raanta,24,CHI,25,22,13,5,4,63,610,547,0.897,2.71,1,2.4,1397,12,0.545,6,120,-10.44,0,1,1,0,raantan01,2014
75,Scott Clemmensen,36,FLA,17,14,6,7,1,47,454,407,0.896,3.08,0,1.8,914,6,0.429,3,120,-7.88,0,1,1,0,clemmsc01,2014
76,Anders Nilsson,23,NYI,19,17,8,7,2,57,548,491,0.896,3.11,0,2.1,1101,6,0.353,4,121,-9.78,0,0,0,2,nilssan01,2014
77,Reto Berra,27,TOT,31,29,9,18,3,88,820,732,0.893,3.07,0,2.9,1720,14,0.483,7,125,-17.34,0,0,0,2,berrare01,2014
78,Devan Dubnyk,27,TOT,34,31,11,18,3,103,945,842,0.891,3.43,2,3.1,1802,11,0.355,8,126,-21.57,0,0,0,6,dubnyde01,2014
79,Anders Lindbäck,25,TBL,23,18,8,12,2,63,580,517,0.891,2.9,1,1.9,1302,6,0.333,3,126,-13.02,0,0,0,2,lindban01,2014
80,Joni Ortio,22,CGY,9,9,4,4,0,21,193,172,0.891,2.52,0,0.6,501,3,0.333,1,,,0,2,2,0,ortiojo01,2014
81,Kevin Poulin,23,NYI,28,26,11,16,1,89,820,731,0.891,3.29,0,2.8,1625,8,0.308,8,126,-18.34,0,0,0,0,poulike01,2014
82,Joey MacDonald,33,CGY,11,9,5,4,1,29,264,235,0.89,2.91,0,0.8,599,2,0.222,2,,,0,0,0,2,macdojo01,2014
83,Dan Ellis,33,TOT,20,16,5,11,0,62,514,452,0.879,3.62,1,1,1027,4,0.25,6,140,-17.71,0,1,1,0,ellisda01,2014
